f_FPro_class,price,price percal,package_weight,Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Cholesterol,"Fatty acids, total saturated",label
3,2.98,0.00132369,510.291,5.88235294,26.4705882,33.52941174,0.0,8.82352941,0.0,0.00105882,0.592941174,0.01470588,13.2352941,0
3,2.19,0.00350962,170.097,14.1095963,6.34931833,38.942485739999995,5.64383852,2.82191926,0.18342475,0.00112877,1.007425174,0.0141096,3.52739907,0
3,2.18,0.00242222,720.0,0.0,0.0,22.49999997,32.1428571,0.0,0.0,0.0,0.2710714266,0.0,0.0,0
3,2.24,0.00225754,184.27175,0.0,46.1538462,30.7692308,30.7692308,0.0,0.0,0.0,0.323076922,0.07692308,19.2307692,0
3,4.38,0.00435911,396.893,12.6582279,21.5189873,2.2531645573,1.26582279,0.0,0.0,0.0004557,0.4279746873,0.0443038,7.59493671,0
0,5.99,0.00240946,680.388,11.5384615,1.92307692,43.84615386,0.0,9.61538462,0.02692308,0.00384615,0.0,0.0,0.0,1
0,4.88,0.0093103,907.184,8.0,0.0,4.044444446,3.55555556,0.0,0.11555556,0.0,0.027999999,0.00444444,0.0,1
3,1.29,0.0258,50.0,16.0,12.0,28.6,20.0,2.0,0.104,0.0018,0.062,0.036,12.0,0
3,3.97,0.00294374,419.5726,4.46428571,55.3571429,93.75,24.1071429,1.78571429,0.11607143,0.00160714,0.044196426,0.02678571,11.6071429,0
3,2.49,0.00627373,99.22325,6.66666667,5.0,49.999999980000005,6.66666667,3.33333333,0.03333333,0.00133333,0.315,0.0,0.0,0
0,7.82,0.00305469,453.592,17.6369954,45.8561879,25.115081414,0.0,2.96301522,0.0,0.00634932,0.0,0.0,8.81849768,1
3,1.98,0.00074499,496.11625,7.14285714,21.4285714,82.5,42.8571429,3.57142857,0.0,0.00257143,0.4071428604,0.03571429,5.35714286,0
3,3.69,0.00448555,177.184375,10.7142857,17.8571429,88.21428577,3.57142857,10.7142857,0.03571429,0.00178571,0.345,0.0,0.0,0
3,3.29,0.00438667,141.7475,7.05479815,31.7465917,62.08222372,0.0,3.52739907,0.0,0.00126986,0.567911246,0.0,3.52739907,0
3,6.99,0.05536903,269.32025,0.0,0.0,13.750000000000002,6.25,3.125,0.0,0.0003125,0.273125,0.0,0.0,0
3,2.39,0.01301001,51.0291,16.0,2.0,54.400000000000006,4.0,6.0,0.046,0.0024,0.9384,0.0,0.0,0
3,5.99,0.0056769,473.0,3.07692308,11.5384615,33.58461543,20.7692308,1.53846154,0.02307692,0.00215385,0.0540000045,0.0,6.15384615,0
3,4.29,0.00425603,226.796,8.88888889,24.4444444,33.33333336,37.7777778,6.66666667,0.04444444,0.00444444,0.1506666629,0.0,10.0,0
3,3.69,0.01024416,340.194,9.41176471,11.7647059,25.129411749000003,1.76470588,1.76470588,0.07647059,0.00158824,0.4047058800000001,0.02647059,5.29411765,0
3,1.99,0.00045987,961.615824,6.66666667,15.0,58.66666664000001,38.3333333,1.66666667,0.03333333,0.0,0.0699999972,0.08333333,8.33333333,0
2,2.88,0.00367656,212.62125,26.3157895,31.5789474,0.0,0.0,0.0,0.68421053,0.0,0.4902631608,0.10526316,21.0526316,1
3,3.99,0.01563814,1360.776,0.41666667,1.25,0.4999999979999999,0.0,0.41666667,0.17916667,0.00041667,0.0460000022999999,0.0,0.0,0
3,3.7,0.00326454,286.32995,16.6666667,12.5,43.333333360000005,18.75,4.16666667,0.1625,0.00225,0.1859374965,0.0,5.20833333,0
3,4.76,0.0035775,272.1552,4.44444444,28.8888889,63.55555558000001,42.2222222,4.44444444,0.05777778,0.0024,0.0766666659,0.0,20.0,0
3,1.98,0.021725,240.0,1.26582279,0.42194093,5.316455696999999,4.64135021,0.42194093,0.03291139,0.0,0.017088606,0.00126582,0.21097046,0
1,3.69,0.00212219,326.01925,6.66666667,33.3333333,62.93333329399999,40.0,20.0,0.06666667,0.01333333,0.0,0.0,20.0,1
0,1.49,0.00227971,408.0,1.36019418,0.2815534,44.679611686,1.7,1.79611651,0.01601942,0.00027185,0.0147815535,0.0,0.07281553,1
3,2.28,0.00323135,198.4465,6.66666667,0.0,46.66666668,0.0,2.22222222,0.05777778,0.004,1.3780000026,0.0,0.0,0
2,0.95,0.00131944,226.796,24.6917935,21.1643944,2.821919256,0.0,0.0,0.68784282,0.0,0.84657578,0.07054798,12.3458968,1
0,1.39,0.00817181,453.592,3.75,0.0,8.75,2.5,3.75,0.0375,0.001375,0.019,0.0,0.0,1
3,6.99,0.0352236,119.0679,12.5,10.8333333,5.5,0.83333333,0.0,0.04333333,0.003,0.4900000035,0.05833333,2.08333333,0
0,3.88,0.00373077,1920.0,3.33333333,2.08333333,3.2500000019999997,0.0,0.0,0.13541667,0.0,0.046874997,0.00833333,1.25,1
0,2.79,0.03475257,453.59237,1.20353982,0.31858407,4.141592923,2.49911504,1.00884956,0.016,0.00037168,0.00637168,0.0,0.08849558,1
3,1.49,0.00092623,432.329875,4.65116279,3.48837209,66.97674416,44.1860465,0.0,0.23255814,0.00209302,0.72093023,0.0,2.3255814,0
1,5.79,0.01732915,85.0485,0.0,0.0,85.82142854599999,71.4285714,14.2857143,0.03571429,0.00071429,0.0,0.0,0.0,1
2,7.49,0.00851136,226.796,21.1643944,31.7465917,3.52739907,0.0,0.0,0.70195242,0.0,0.7174729678999999,0.10582197,17.6369954,1
3,4.49,0.00246743,703.0676,5.88235294,9.41176471,41.411764680000005,3.52941177,1.17647059,0.04705882,0.00235294,0.43529412,0.0,2.35294118,0
0,5.99,0.00815631,693.996326,20.2825447,1.76369954,1.410959632,0.0,0.0,0.0070548,0.00088185,0.15873296,0.07054798,0.44092488,1
3,5.94,0.00309872,459.2619,2.60869565,20.8695652,36.5217391,18.2608696,0.86956522,0.0226087,0.00156522,0.0826087,0.03478261,4.34782609,0
3,0.99,0.00275323,85.898985,9.30232558,12.7906977,87.67441865,5.81395349,2.3255814,0.02325581,0.00372093,1.768604652,0.0,5.81395349,0
3,6.94,0.00512168,549.9803,5.07246377,10.1449275,29.021739173,3.62318841,2.89855073,0.01884058,0.00130435,0.2850000011999999,0.0,2.53623188,0
3,4.99,0.00782299,255.1455,0.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0
3,5.59,0.00152977,756.93165,3.44827586,24.137931,57.93103448000001,44.8275862,0.0,0.03448276,0.00310345,0.2022413804999999,0.0,6.89655172,0
3,5.99,0.02391816,283.495,1.06007067,2.47349823,9.64664309,7.4204947,0.26501767,0.0,0.00038869,0.0670812748,0.01590106,1.76678445,0
3,1.19,0.001749,226.796185,6.66666667,0.0,65.266666637,50.0,0.0,0.0,0.0,0.1575,0.0,0.0,0
3,2.39,0.39672865,48.19415,0.0,2.5,45.0,2.5,0.0,0.0,0.0,0.12,0.0,0.0,0
2,4.38,0.00497727,226.796,35.2739907,24.6917935,0.0,0.0,0.0,1.60496658,0.0,0.6328153943999999,0.08818498,14.1095963,1
2,9.99,0.01189533,149.968855,24.0,44.0,19.200000000000003,4.0,24.0,0.036,0.004,0.2808,0.0,18.0,1
2,4.99,0.00756061,170.097,21.1643944,31.7465917,2.469179349,0.0,0.0,0.74075381,0.00035274,0.7174729678999999,0.08818498,21.1643944,1
3,7.99,0.01664583,226.796,3.52739907,17.6369954,2.469179349,0.0,0.0,0.03527399,0.00141096,0.74075381,0.0,10.5821972,0
3,1.69,0.0205936,31.18445,0.0,0.0,62.10526322,0.0,0.0,0.21052632,0.0,5.0000000012,0.0,0.0,0
3,1.78,0.00667954,532.9706,2.5,0.625,5.8333333309999995,0.41666667,0.41666667,0.01083333,0.00015,0.2501666692,0.00833333,0.0,0
3,9.46,0.01749268,276.407625,15.2173913,13.0434783,5.804347825700001,0.0,4.34782609,0.42391304,0.0,0.5086956537,0.04347826,7.60869565,0
3,7.99,0.04384165,340.194,0.0,0.0,18.57142859,10.7142857,0.0,0.0,0.0,0.096428574,0.0,0.0,0
3,3.39,0.00669641,141.7475,0.0,0.0,94.28571427,71.4285714,7.14285714,0.0,0.00071429,0.0,0.0,0.0,0
3,3.49,0.00200675,467.76675,5.12820513,14.1025641,33.07692306,26.9230769,1.28205128,0.14102564,0.00166667,0.380769228,0.0,7.69230769,0
2,8.24,0.00272918,603.84435,25.0,30.0,28.0,15.0,12.5,0.13,0.0027,0.5085,0.0,7.5,1
3,4.39,0.0129044,170.097,10.5882353,6.47058824,21.464705919,2.94117647,2.35294118,0.13529412,0.00076471,0.282352944,0.02058824,2.64705882,0
3,4.99,0.00267852,453.592,7.14285714,14.2857143,58.80357145400001,26.7857143,0.0,0.02142857,0.0,0.1085714263999999,0.0,4.46428571,0
3,10.49,0.01057212,396.893,15.625,14.5833333,8.75,7.29166667,1.04166667,0.0,0.0084375,0.225,0.046875,4.16666667,0
3,4.38,0.00239531,480.0,4.76190476,19.0476191,22.885714273,26.6666667,0.0,0.12380952,0.00034286,0.0394285733999999,0.0952381,17.1428571,0
3,7.99,0.011758,199.863975,20.0,16.0,23.799999999999997,10.0,10.0,0.04,0.002,0.504,0.0,2.0,0
3,1.62,0.0108,450.0,6.66666667,0.0,7.333333337,0.0,0.0,0.0,0.0,6.300000000000001,0.0,0.0,0
3,1.0,0.00058507,432.329875,4.65116279,4.65116279,70.372092986,44.1860465,2.3255814,0.18139535,0.00418605,0.7702325582999999,0.0,1.1627907,0
3,5.69,0.00729409,216.02319,5.55555556,11.1111111,81.944444392,30.5555556,8.33333333,0.04444444,0.00277778,0.4666666619999999,0.0,2.77777778,0
3,0.99,0.00158733,170.097,3.33333333,0.0,54.0,63.3333333,0.0,0.0,0.0,0.1725,0.0,0.0,0
3,8.29,0.01130455,623.689,22.3401941,2.93949923,1.3874436342,0.0,0.0,0.0,0.00042329,0.3753152612,0.08818498,0.58789985,0
3,5.99,0.00930731,490.729845,13.1147541,14.7540984,10.32786888,2.45901639,0.81967213,0.31967213,0.00118033,0.4468032762,0.03688525,6.55737705,0
3,1.38,0.0081217,77.961125,7.69230769,14.1025641,10.76923078,10.2564103,3.84615385,0.0,0.00046154,0.097435896,0.0,2.56410256,0
3,4.69,0.00416189,300.5047,5.0,3.75,75.65,22.5,10.0,0.0,0.0025,0.475,0.0,0.0,0
3,2.98,0.00438534,199.863975,10.0,10.0,52.0,10.0,0.0,0.052,0.00072,0.288,0.05,3.0,0
3,3.79,0.00862138,226.796,8.37004405,8.81057269,19.8237886,2.20264317,1.3215859,0.08810573,0.00061674,0.2812334784,0.030837,4.40528634,0
3,6.29,0.00491126,907.184,16.4705882,15.2941177,7.329411766800001,3.52941177,2.35294118,0.12235294,0.00211765,0.5731764696,0.07058824,5.29411765,0
3,4.69,0.00465286,226.796,6.66666667,17.7777778,78.0,42.2222222,8.88888889,0.08888889,0.00355556,0.0,0.0,4.44444444,0
3,2.5,0.00245094,408.006004,11.0294118,11.0294118,33.45588233,2.94117647,1.47058824,0.19117647,0.00198529,0.3703676499,0.02573529,5.14705882,0
3,2.8,0.00183425,566.99,7.69230769,3.84615385,32.307692339999996,7.69230769,0.0,0.2,0.00415385,0.36538462,0.0,0.0,0
3,3.99,0.0399,70.87375,77.6027796,17.6369954,0.0,0.0,7.05479815,0.0,0.0,2.271644998,0.14109596,7.05479815,0
0,4.19,0.00354709,1890.0,3.33333333,3.33333333,5.5,4.58333333,0.0,0.1175,0.0,0.038,0.0125,2.08333333,1
3,6.99,0.0087375,226.796,10.5821972,1.76369954,42.3287889,3.52739907,3.52739907,0.0,0.0,0.7901373899999999,0.0,0.0,0
3,7.99,0.03992722,340.194,23.5294118,7.05882353,9.176470589,0.0,0.0,0.06117647,0.00084706,0.6514117666999999,0.1,2.35294118,0
3,1.99,0.00358893,269.32025,2.94117647,23.5294118,79.823529384,44.1176471,0.0,0.07647059,0.0,0.344117646,0.0,13.2352941,0
3,1.99,0.005851,70.023265,7.14285714,20.0,41.14285716,34.2857143,2.85714286,0.11142857,0.00051429,0.1737142868,0.00714286,17.1428571,0
2,2.74,0.00307525,226.796,21.4285714,28.5714286,4.285714284,0.0,0.0,0.69642857,0.00128571,0.7103571461999999,0.08928571,17.8571429,1
3,2.33,0.00228301,283.495,8.0,16.0,25.2,2.0,2.0,0.0,0.00288,0.6318,0.0,6.0,0
2,4.29,0.02300854,127.57275,11.5384615,6.92307692,7.384615384,0.76923077,0.0,0.18461539,0.0,0.422307693,0.02307692,3.84615385,1
3,2.48,0.00651641,351.5338,5.98290598,3.7037037,7.692307679999999,0.56980057,1.42450143,0.00740741,0.00051282,0.3111111108,0.01851852,1.42450143,0
0,1.99,0.00139276,1020.582,12.0,10.0,0.0,0.0,0.0,0.056,0.002,0.1638,0.37,3.0,1
2,3.84,0.0024,453.592,7.05479815,35.2739907,3.52739907,3.52739907,0.0,0.09171238,0.00126986,0.3880139,0.10582197,21.1643944,1
3,2.88,0.00300391,1770.0,0.41666667,0.0,12.5,10.8333333,0.0,0.01083333,0.00015,0.0035000027999999,0.0,0.0,0
2,1.18,0.01736697,411.06775,0.82644628,0.0,3.6776859549,0.82644628,1.65289256,0.06446281,0.00089256,0.23966942,0.0,0.0,1
3,3.22,0.00631013,178.60185,23.8095238,19.0476191,3.809523808,0.0,0.0,0.0,0.0,0.98571429,0.0952381,4.76190476,0
3,2.29,0.02868517,124.7378,0.8,2.0,13.216,4.0,2.4,0.0,0.0,0.0126,0.0,2.0,0
3,3.98,0.00724237,198.4465,7.69230769,7.69230769,27.69230772,10.7692308,1.53846154,0.04,0.00055385,0.2547692312999999,0.02307692,3.84615385,0
0,4.99,0.02177455,500.0,3.33333333,1.04166667,4.083333331,5.41666667,0.0,0.12458333,0.0,0.05208333,0.00416667,0.625,1
3,5.49,0.00520155,473.0,4.95867769,11.5702479,15.37190082,23.9669422,0.82644628,0.16115703,0.00029752,0.048347109,0.03305785,5.78512397,0
3,2.48,0.00221868,625.957471,2.38095238,9.52380952,30.904761916,1.19047619,2.38095238,0.0,0.00042857,0.2400000035999999,0.0,0.5952381,0
3,8.99,0.00809595,368.5435,8.95765472,14.6579805,41.28664501,5.70032573,1.6286645,0.12214984,0.00179153,0.410423454,0.02442997,5.70032573,0
2,3.99,0.01244698,56.699,42.4028269,42.4028269,9.187279153,0.0,0.0,1.65371025,0.0,1.150176678,0.14134276,28.2685512,1
3,2.38,0.0077687,949.70825,1.61290323,0.0,3.87096774,3.22580645,1.61290323,0.0,0.0,0.5661290349,0.0,0.0,0
3,3.99,0.00294365,510.291,14.0625,3.125,53.46875,4.6875,1.5625,0.078125,0.00296875,0.3675,0.0,0.78125,0
3,4.99,0.04536364,300.0,0.33333333,2.0,5.2,1.66666667,1.0,0.01733333,0.00024,0.1716000039,0.0,1.66666667,0
3,1.78,0.02052675,184.27175,5.88235294,0.58823529,4.1647058885999995,0.0,0.0,0.0,0.00127059,0.5237647043999999,0.00588235,0.0,0
3,3.69,0.00225899,623.689,9.52380952,3.57142857,61.809523832,4.76190476,2.38095238,0.14285714,0.00285714,0.54761905,0.0,0.0,0
1,2.19,0.00961317,405.0,0.0,6.25,1.625,0.0,0.0,0.0,0.0,0.00525,0.0,5.0,1
3,6.99,0.04992857,42.52425,18.8127951,16.4611957,22.57535406,14.1095963,9.40639753,0.29159832,0.0047032,1.091142112,0.0,2.35159938,0
0,3.99,0.02946809,453.59237,0.70149254,0.19402985,8.35820896,1.68656716,2.8358209,0.03283582,0.00059702,0.0012537336,0.0,0.02985075,1
3,6.99,0.00958865,170.097,7.14285714,35.7142857,58.92857146,0.0,46.4285714,0.06785714,0.00357143,0.2464285734,0.0,17.8571429,0
3,2.29,0.01090476,456.0,0.87719298,0.0,8.5964912,9.64912281,0.0,0.01535088,0.00010965,0.0024780674,0.0,0.0,0
3,4.99,0.00541591,184.27175,4.34782609,17.3913044,39.13043478,34.7826087,4.34782609,0.08695652,0.0023913,0.2230434775999999,0.06521739,10.8695652,0
3,6.49,0.00555866,498.951607,8.0,2.0,36.8,10.0,14.0,0.0,0.0026,0.38844,0.0,0.0,0
2,5.49,0.0090372,113.398,25.0,46.4285714,14.999999979999998,10.7142857,7.14285714,0.03571429,0.00785714,0.375,0.0,7.14285714,1
3,9.99,0.00356786,566.99,3.52739907,28.2191926,50.230162828,28.2191926,0.0,0.0,0.00253973,0.162965838,0.017637,12.3458968,0
2,2.22,0.01186489,170.097,10.0,7.0,1.18,0.0,0.0,0.39,0.0,0.2584,0.02,4.0,1
3,6.49,0.07206999,340.194,0.29411765,1.14705882,5.205882357799999,2.35294118,0.22058824,0.0,0.00032353,0.0159529445,0.00264706,0.70588235,0
3,2.45,0.12963192,113.398,0.0,0.0,1.999999998,0.0,0.0,0.01,0.0,0.693333336,0.0,0.0,0
2,4.99,0.0062375,226.796,24.6917935,24.6917935,4.585618791,0.0,3.52739907,0.7760278,0.0,0.5629728956,0.08818498,15.8732958,1
3,1.99,0.00548209,93.55335,17.6369954,15.8732958,39.5068696,3.52739907,17.6369954,0.0,0.0035274,0.14109596,0.0,0.0,0
3,3.1,0.00246653,396.893,11.6666667,28.3333333,2.666666664,1.66666667,0.0,0.08666667,0.0006,0.6094999977,0.06666667,10.0,0
3,3.52,0.00694874,360.0,3.12695435,4.69043152,28.45528452,9.38086304,9.38086304,0.0,0.0,0.6829268292,0.0,0.0,0
2,4.49,0.00633521,198.4465,25.0,25.0,4.2142857126,0.0,0.0,0.75,0.0,0.6160714266,0.07142857,17.8571429,1
3,8.48,0.01842427,340.194,11.1764706,4.41176471,7.41176472,3.23529412,1.76470588,0.03058824,0.00079412,0.3170588259999999,0.02794118,2.64705882,0
3,3.49,0.00323148,360.0,0.0,26.6666667,17.8,16.6666667,3.33333333,0.0,0.0,0.8050000035,0.01666667,1.66666667,0
3,1.19,0.0476,5.0,9.375,21.875,55.0,31.25,3.125,0.1625,0.00225,0.31171875,0.015625,15.625,0
3,4.99,0.0139347,340.194,5.2631579,10.5263158,33.15789477,26.3157895,0.0,0.13684211,0.00189474,0.257894742,0.02631579,5.2631579,0
3,0.82,0.00067491,340.194,9.52380952,5.95238095,105.2380953,14.2857143,11.9047619,0.0,0.00257143,0.1266666692,0.0,0.0,0
3,5.49,0.01568572,291.99985,2.73972603,3.42465753,21.472602800000004,2.73972603,2.39726027,0.02739726,0.00130137,0.241095888,0.0,0.34246575,0
2,8.27,0.01245973,418.155125,20.6349206,7.93650794,0.0,0.0,0.0,0.41269841,0.00114286,0.265396826,0.07142857,1.58730159,1
0,9.93,0.00963703,730.283716,20.2825447,6.17294838,0.0,0.0,0.0,0.0,0.00158733,0.051588216,0.06172948,2.6455493,1
3,19.97,0.09077273,240.0,3.75,2.5,9.33333331,6.25,0.35,0.1625,0.001875,0.1166666619999999,0.00208333,0.41666667,0
3,1.72,0.00134375,480.0,0.0,23.3333333,8.9,3.33333333,0.0,0.0,0.0,0.9100000035,0.0,3.33333333,0
2,1.52,0.00290423,425.2425,7.69230769,0.76923077,21.5384615,0.76923077,5.38461539,0.04,0.00207692,0.2335384626,0.0,0.0,1
3,3.49,0.00211589,340.194,6.06060606,18.1818182,76.66666667,24.2424242,0.0,0.0,0.00272727,0.327272724,0.01515152,9.09090909,0
3,2.99,0.0042187,405.0,1.25,17.5,2.9499999999999997,1.25,0.0,0.00375,0.0,0.0349999999999999,0.0,15.0,0
3,3.99,0.01823265,113.398,14.0350877,13.1578947,2.631578946,0.87719298,0.0,0.17105263,0.00096491,0.3389473668,0.22807018,7.01754386,0
3,3.99,0.0109467,70.87375,8.57142857,25.7142857,39.99999997,40.0,11.4285714,0.07428571,0.00314286,0.2849999985,0.0,14.2857143,0
3,8.59,0.0051222,850.485,8.45070423,21.1267606,40.28169015,12.6760563,1.4084507,0.03661972,0.00152113,0.4619718319999999,0.03521127,5.63380282,0
0,12.99,0.00581853,396.893,18.75,50.0,29.5,0.0,12.5,0.975,0.015625,0.0,0.0,6.25,1
3,0.96,0.00248993,77.11064,5.0,30.0,45.5,45.0,0.0,0.0,0.0018,0.15525,0.0,17.5,0
3,6.29,0.00967921,1320.0,4.61538462,2.76923077,1.9169230735,0.30769231,1.53846154,0.12307692,0.00033846,0.086153844,0.00307692,0.61538462,0
3,2.99,0.00464213,201.28145,2.0,10.0,30.0,6.0,2.0,0.08,0.0024,0.7,0.0,2.0,0
3,2.94,0.00344167,1800.0,0.0,0.0,8.30508476,10.1694915,0.0,0.0,0.0,0.007118643,0.0,0.0,0
3,2.58,0.00287177,354.36875,5.63380282,7.04225352,33.80281688,2.81690141,2.81690141,0.10985916,0.00253521,0.7492957724,0.0,3.52112676,0
3,8.77,0.00283593,674.7181,8.33333333,14.5833333,46.66666668999999,33.3333333,4.16666667,0.54166667,0.0045,0.4943749999999999,0.0,8.33333333,0
0,2.78,0.00631818,960.0,4.58333333,0.83333333,4.0,0.0,0.0,0.1625,0.0,0.046874997,0.00416667,0.625,1
2,2.08,0.00156941,233.883375,6.66666667,46.6666667,33.0,10.0,6.66666667,0.08666667,0.0036,1.5866666619999998,0.0,6.66666667,1
3,2.29,0.01262148,45.3592,11.1111111,20.0,45.488888879,22.2222222,6.66666667,0.04444444,0.004,0.25555556,0.0,2.22222222,0
3,4.79,0.00418483,215.4562,6.25,34.375,77.1875,53.125,3.125,0.125,0.0015625,0.0625,0.015625,18.75,0
3,1.4,0.01170574,127.57275,7.8125,10.15625,20.625,0.78125,0.78125,0.08125,0.00210938,0.3265625,0.0546875,3.125,0
3,2.49,0.01237636,623.689,9.67741936,4.83870968,60.32258067000001,6.4516129,3.22580645,0.2516129,0.00348387,0.36129032,0.0,0.0,0
0,3.99,0.04368901,453.59237,0.87248322,0.16778524,3.758389264,2.4,1.67785235,0.01006711,0.00034228,0.0025369092,0.0,0.06040269,1
3,3.99,0.00277083,480.0,0.0,33.3333333,2.333333331,0.0,0.0,0.0,0.0,0.749999997,0.01666667,5.0,0
3,4.99,0.00667963,184.27175,5.40540541,16.2162162,72.972973,21.6216216,5.40540541,0.04324324,0.0027027,0.2290540509999999,0.0,10.8108108,0
3,2.08,0.0014674,566.99,9.375,3.125,44.5,3.125,3.125,0.1625,0.003375,0.7546875000000001,0.0,0.0,0
3,2.52,0.00868966,291.99985,5.47945206,1.19863014,16.0958904,3.76712329,1.02739726,0.00890411,0.00024658,0.2244520582,0.00856164,0.34246575,0
3,3.43,0.00504124,340.194,5.0,14.0,14.0,9.0,3.0,0.052,0.00108,0.17,0.0,2.0,0
3,3.79,0.02513342,566.99,12.7659575,2.65957447,44.6808511,3.19148936,2.12765957,0.34574468,0.00287234,0.435638301,0.0,1.06382979,0
3,4.98,0.00545784,425.80949,13.0952381,4.76190476,31.428571460000004,7.14285714,1.33333333,0.03095238,0.00128571,0.8749999965,0.02976191,1.19047619,0
3,4.49,0.00368943,204.966885,9.375,50.0,48.75,15.625,12.5,0.0,0.00625,0.0,0.015625,28.125,0
3,26.99,0.01071566,623.689,23.0769231,17.3076923,57.49999996,25.0,9.61538462,0.11538462,0.00384615,0.4576923119999999,0.0,3.84615385,0
3,2.2,0.00524743,283.495,3.16901409,8.09859155,9.29577468,3.16901409,1.05633803,0.02746479,0.0009507,0.219718312,0.0,3.87323944,0
3,3.99,0.00266271,262.232875,7.14285714,35.7142857,74.28571423,0.0,3.57142857,0.10714286,0.00071429,0.5499999959999999,0.0,5.35714286,0
2,6.99,0.00852184,198.4465,40.0,26.6666667,0.0,6.66666667,0.0,0.00666667,0.0,1.1729999999999998,0.06666667,6.66666667,1
3,3.98,0.00331478,1360.776,3.52941177,1.17647059,18.741176422,11.1764706,0.0,0.15294118,0.0,0.0402352968,0.00588235,0.88235294,0
3,3.88,0.00323617,402.0,1.75438597,22.8070175,14.7368421,21.0526316,0.0,0.04561404,0.00063158,0.1436842133999999,0.01052632,10.5263158,0
2,1.73,0.0075941,106.310625,19.6428571,12.5,2.142857142,0.0,0.0,0.04642857,0.00964286,0.4237499999999999,0.05357143,3.57142857,1
3,2.19,0.00200022,226.796,3.44827586,20.6896552,85.448275858,34.4827586,0.0,0.0,0.00241379,0.3801724185,0.0,5.17241379,0
3,2.64,0.00127927,467.76675,5.88235294,26.4705882,55.8823529,0.0,8.82352941,0.0,0.00211765,0.585,0.0,11.7647059,0
3,3.99,0.00947427,311.8445,6.43086817,4.82315113,11.25401928,1.92926045,0.96463023,0.12861736,0.00028939,0.25401929,0.01286174,2.89389068,0
2,3.99,0.021,360.0,5.0,1.94444444,3.2138888879,1.11111111,1.94444444,0.01694444,0.00055556,0.0933333379999999,0.0,0.13888889,1
3,5.99,0.0090279,283.495,14.893617,19.1489362,0.0,0.0,0.0,0.01276596,0.00212766,0.8936170236,0.05319149,8.5106383,0
3,8.99,0.07491661,453.59237,0.0,0.0,5.820208471,1.76369954,1.76369954,0.03527399,0.00063493,0.6814935035999999,0.0,0.0,0
3,6.99,0.01027355,170.097,2.5,0.0,84.55,87.5,2.5,0.0,0.0,0.0,0.0,0.0,0
3,17.99,0.00656914,714.4074,16.6666667,11.6666667,69.33333329,21.6666667,8.33333333,0.09333333,0.00333333,0.1840000023,0.0,3.33333333,0
0,5.49,0.01038575,229.06396,4.0,1.15384615,105.00000004,2.15384615,53.8461539,1.0,0.00846154,0.008,0.0,0.38461539,1
3,2.88,0.00456882,595.3395,0.0,0.0,18.941176449999997,18.8235294,1.17647059,0.0,0.0,0.0132941222999999,0.0,0.0,0
3,3.99,0.00224434,360.0,0.0,52.9109861,7.05479815,7.05479815,0.0,0.03527399,0.00035274,0.0444452315999999,0.0,5.29109861,0
0,5.38,0.00571204,1000.73735,8.82352941,5.29411765,2.6176470583,0.0,0.0,0.11470588,0.0,0.031764708,0.01764706,3.52941177,1
3,2.98,0.00216416,240.97075,7.14285714,35.7142857,37.500000019999995,3.57142857,3.57142857,0.0,0.00128571,0.5399999976000001,0.0,3.57142857,0
2,35.99,0.01464692,537.50652,20.0,34.2857143,37.71428573000001,2.85714286,22.8571429,0.05428571,0.00571429,0.1085714263999999,0.0,17.1428571,1
3,6.49,0.00919784,222.260261,1.76369954,0.0,80.054321907,67.0205824,0.0,0.0,0.0,0.0495246842999999,0.0,0.0,0
2,3.78,0.01333357,49.611625,35.7142857,39.2857143,25.428571454,0.0,1.0,0.92857143,0.00128571,1.8,0.125,25.0,1
0,2.09,0.01672,141.7475,15.8732958,2.6455493,0.0,0.0,0.0,0.0,0.0,0.317465919,0.03527399,0.88184977,1
3,6.68,0.00377008,708.7375,19.0476191,11.9047619,17.02380955,0.0,0.0,0.03095238,0.00085714,0.8914285691999999,0.04166667,2.38095238,0
3,1.89,0.00942874,39.6893,5.05050505,40.4040404,59.59595959,35.3535354,10.1010101,0.0,0.00555556,0.0,0.0,25.2525253,0
3,3.68,0.00124741,765.4365,3.125,9.375,80.20833337,31.25,1.04166667,0.0,0.0015,0.3499999965,0.0,3.125,0
3,3.27,0.00310982,340.194,18.1818182,23.6363636,4.000000004,1.81818182,0.0,0.0,0.00130909,0.5896363673999999,0.07272727,8.18181818,0
3,2.56,0.00306478,212.62125,10.7142857,8.92857143,97.5,0.0,14.2857143,0.0,0.00514286,0.3696428600999999,0.0,0.0,0
3,3.79,0.00901866,255.1455,6.66666667,7.84313726,18.54901961,3.52941177,1.17647059,0.08235294,0.00090196,0.1937254896,0.02745098,3.92156863,0
0,2.59,0.03882785,283.495,2.35294118,0.0,3.7647058800000006,2.35294118,2.35294118,0.03882353,0.00117647,0.021176469,0.0,0.0,1
3,9.99,0.024975,396.893,6.55088399,0.75587123,18.014931000000004,2.26761369,0.50391415,0.0194007,0.00100783,0.1002285296999999,0.01385764,0.12597854,0
3,2.65,0.00178845,317.5144,18.3333333,25.0,48.3333333,16.6666667,8.33333333,0.04333333,0.003,0.1559999960999999,0.0,2.5,0
